Company Name,Title,Location,Stipend
IArista Artha Private Limited,Research & Analysis,Mumbai,"₹ 2,000 /month"
Raletta Technology Private Limited,Human Resources (HR),Work From Home,"₹ 2,000 /month"
Your Notebook,UI/UX Design,Thane,"₹ 5,000-15,000 /month"
Marvelous Mrs India,Videography,Mumbai,"₹ 5,000 /week"
Assistify Incorporation,Business Development (Sales),Vasai-Virar,"₹ 5,000 /month"
Nova Benefits,Business Development,Kolkata,"₹ 15,000 /month"
SEO Expert In Delhi,SEO Backlinking,Pune,"₹ 3,000-5,000 /month"
Redwood Algorithms,Content Writing,Bangalore,"₹ 8,000 /month"
VBS Design Studioo,Architecture,Work From Home,"₹ 5,000 /month"
Merak Labs Private Limited,Video Editing/Making,Work From Home,"₹ 5,000-15,000 /month"
M/S Sanjeev Kumar Goyal Contractor,Civil Engineering,Noida,"₹ 10,000 /month +  Incentives"
K12News,Journalism,Bangalore,"₹ 6,000 /month"
Kashware,Human Resources (HR),Vasai,"₹ 10,000 /month"
Perfect ELearning,Human Resources (HR),Noida,"₹ 5,000 /month"
Regrob,Video Editing/Making,Work From Home,"₹ 15,000-20,000 /month"
BookMYKlient,Social Media Marketing,Work From Home,"₹ 3,000 /month"
Careerx Counsellingzen (OPC) Private Limited (CareerBanao),Video Editing/Making,Work From Home,"₹ 2,000 /month"
JR SPORTS & LEISURE LLP,Graphic Design,Work From Home,"₹ 7,500 /month"
Shubhi Arora,Blogging,Delhi,"₹ 5,000 /month"
Reliable Allied Services,Human Resources (HR),Shahdara,"₹ 4,000-6,000 /month"
Tech-Tailor Solutions Private Limited,Accounting,Noida,"₹ 7,500 /month"
Navyug Think India Foundation,Fundraising,Hyderabad,Unpaid
Interio Splash,Interior Design,Work From Home,"₹ 8,000-10,000 /month"
The Beautyholic,Content Writing,Mumbai,₹250 /Write-up
WoM Business Association,Content Writing,Work From Home,Unpaid
Vserve Financial Solutions,Operations,Work From Home,"₹ 7,000 /month"
LR Wholesale Services Private Limited,Digital Marketing,Work From Home,"₹ 10,000-15,000 /month"
Med Cab Care Private Limited,Flutter Development,Hyderabad,"₹ 3,000 /month"
Universal Adventures,Human Resources (HR),Work From Home,"₹ 2,500 /month"
STIC GSA Services Private Limited,Human Resources (HR),Work From Home,"₹ 10,000 /month"
Programming Hub (Rightsol Private Limited),Marketing,Work From Home,"₹ 15,000 /month"
Implica Global Corporation,Human Resources (HR),Work From Home,"₹ 1,000 /month"
Zopnik Innovations Private Limited,Apparel Merchandising,Work From Home,"₹ 7,000-9,000 /month"
MoLog Media & Advertising,Video Editing/Making,Hyderabad,"₹ 11,000 /month"
Grow2Viral,Data Entry,Vasai-Virar,"₹ 8,000-10,000 /month"
Zestful Outreach Agency,Content Writing,Work From Home,"₹ 5,000 /month"
Awaywegoo Travel & Languages Private Limited,Social Media Marketing,Work From Home,"₹ 7,000 /month"
ISBR Business School,Business Development (Sales),Work From Home,"₹ 5,000-8,000 /month"
Chaud,Marketing,Pune,"₹ 2,000-5,001 /month"
Blackcoffer,Android App Development,Bangalore,"₹ 10,000 /month"
Magnify IT Private Limited,Digital Marketing,Mumbai,"₹ 3,000-5,000 /month"
100Circles,Business Development (Sales),Work From Home,"₹ 5,000 /month"
The Aipan Resort,Brand Management,Work From Home,"₹ 8,000 /month"
ART Housing Finance (India) Limited,Company Secretary (CS),Delhi,"₹ 15,000 /month"
Xhunt Technologies Private Limited,Business Development Field Management,Work From Home,"₹ 6,000-10,000 /month"
LiveSkills Global,Content Writing,Work From Home,"₹ 4,000-8,000 /month"
LiveSkills Global,Content Writing,Work From Home,"₹ 4,000-8,000 /month"
Dupat Infotronicx Private Limited,Digital Marketing,Work From Home,"₹ 5,000 /month"
BSN Employment Limited,Human Resources (HR),Delhi,"₹ 6,000 /month"
Purani Dili Talkies LLP,Video Editing/Making,Dombivli,"₹ 5,000 /month"
Mentorness,Machine Learning,Bangalore,"₹ 1,000 /month"
Purani Dili Talkies LLP,Video Editing/Making,Bangalore,"₹ 5,000 /month"
Let's Build Brands Media Private Limited,Social Media Marketing,Mumbai,"₹ 12,000 /month"
Insightsbot Marketing Private Limited,Graphic Design,Work From Home,"₹ 10,000 /month"
IIRWU Education,Marketing,Noida,"₹ 1,000 /month +  Incentives"
The Company Check,Business Research,Mumbai,"₹ 5,000 /month"
Home Residency,Digital Marketing,Delhi,"₹ 10,000 /month"
Faculty Minds,Psychology,Mumbai,"₹ 5,000 /month"
The Fern Hotels & Resorts,Sales,Work From Home,"₹ 10,000 /month"
Kendrika  K,Content Writing,Noida,"₹ 2,000-6,000 /month"
Prwatech,Business Development (Sales),Work From Home,"₹ 5,000-10,000 /month"
Def Mount Studio,Architecture,Work From Home,"₹ 6,000 /month"
Enexperts Consulting Group (ECG),Project Management,Work From Home,"₹ 2,000-8,000 /month"
Ekadrishta Exclusives Private Limited,Fashion Consultant,Work From Home,"₹ 6,000 /month"
PAGIDO,Business Development (Sales),Noida,"₹ 3,000 /month"
BigTrunk Communication,Social Media Marketing,Kanpur,"₹ 8,000 /month"
Kairos Konnect Inc,Social Media Marketing,Kanpur Dehat,"₹ 10,000 /month"
Trikanya Jewellers,Social Media Marketing,Unnao,"₹ 5,000 /month"
DigiMedia Today,Digital Marketing,Work From Home,"₹ 15,000 /month"
StockDaddy,Chat Process,Work From Home,"₹ 10,000 /month"
KinderSports LLP,Graphic Design,Work From Home,"₹ 5,000 /month"
SpaceUnbox Designs,Interior Design,Mumbai,"₹ 3,000-5,000 /month"
MakenBreak Spiele Private Limited,Product Design,Ahmedabad,"₹ 4,000 /month"
OyeLabs,Flutter Development,Pune,"₹ 5,000-9,000 /month"
OyeLabs,UI/UX Design,Work From Home,"₹ 5,000-10,000 /month"
OyeLabs,Digital Marketing,Work From Home,"₹ 5,000-10,000 /month"
Ensemble Control Incorporation,Full Stack Development,Work From Home,"₹ 14,000 /month"
Happy Life Foundation,Social Media Marketing,Faridabad,Unpaid
349,Fashion Design,Delhi,"₹ 5,000 /month"
Digiloop,Digital Marketing,Ghaziabad,"₹ 2,000 /month"
ETechnie,Search Engine Optimization (SEO),Greater Noida,"₹ 3,000-7,000 /month"
Microkarya,Digital Marketing,Noida,"₹ 1,000 /month +  Incentives"
Offo Store LLP,Graphic Design,Pune,"₹ 15,000 /month"
FlyingMachines RC Aviation,Digital Marketing,Work From Home,"₹ 1,500 /month"
The Horizon Events,Event Management,Work From Home,"₹ 5,000-10,000 /month"
Stitch Overseas Private Limited,Business Development (Sales),Kanpur,"₹ 15,000 /month"
IMS Learning Resources Private Limited,SEM Campaign Management,Gurgaon,"₹ 12,000 /month"
OyeLabs,WordPress Development,Chennai,"₹ 6,000-10,000 /month"
IIRWU Education Private Limited,Business Development (Sales),Work From Home,"₹ 3,000 /month +  Incentives"
Choice International Limited,Business Development (Sales) And Entrepreneurship,Mumbai,"₹ 1,000 /month +  Incentives"
BaeBeau Techprise Private Limited,Marketing,Work From Home,"₹ 10,000 /month"
"Promptly (Milpitas, United States)",Inside Sales,Berhampura,"₹ 40,000 /month +  Incentives"
IITM PRAVARTAK,Service Engineering,Work From Home,"₹ 12,000 /month"
Soulflower,Content Writing,Work From Home,"₹ 11,000 /month"
Frameplay Media,Social Media Marketing,Hyderabad,"₹ 7,000-10,000 /month"
NoBroker Technologies Solutions Private Limited,Inside Sales,Lucknow,"₹ 12,000 /month"
Vire Insights,Sales Executive,Work From Home,"₹ 25,000 /month"
Mehra Choudhary & Company,Accounting & Taxation,Work From Home,"₹ 8,000-10,000 /month"
Iconic Global Solution,Graphic Design,Mumbai,"₹ 5,000 /month"
Aayu Infosystems Private Limited,Sales,Thane,"₹ 10,000-15,000 /month"
Divide By Zero Technologies,Electronics Engineering,Work From Home,"₹ 8,000-10,000 /month"
Deepsense Digital Solutions Private Limited,Graphic Design,Work From Home,"₹ 8,000-10,000 /month"
Baysquare Technologies Private Limited,Android App Development,Work From Home,"₹ 25,000 /month"
Enfelista Technologies LLP,Android App Development,Gurgaon,"₹ 8,000 /month"
Gupshup Technology,Human Resources (HR),Gurgaon,"₹ 10,000 /month"
Cynergi,Social Media Marketing,Work From Home,"₹ 2,000 /month"
Intelligence Node,Human Resources (HR),Pune,"₹ 10,000 /month"
Wybe Tech,Video Editing/Making,Pimpri-Chinchwad,"₹ 4,000-7,000 /month"
Red Beryl Global,Interior Design,Work From Home,"₹ 5,000 /month"
Rasaya,Search Engine Optimization (SEO),Work From Home,"₹ 7,000 /month"
PHP Poets,Digital Marketing,Jaipur,"₹ 3,000 /month"
Scope For Change,Fundraising,Faridabad,"₹ 1,000 /month +  Incentives"
Scope For Change,Social Media Marketing,Work From Home,Unpaid
Kaalakaree By Puja Goenka,Fashion Design,Work From Home,"₹ 3,000 /month"
NayePankh Foundation,Web Developer For Fundraising Portal With Referral System,Delhi,Unpaid
TeamLease,Inside Sales - Marketing,Noida,"₹ 15,000 /month"
WAISL,"Associate Trainee In IT Support, Network, Infra, Asset Verification",Work From Home,"₹ 15,000 /month"
Brilliant Approach Private Limited,MEPF Draftman,Mumbai,"₹ 3,000-6,000 /month"
InstantPay,Human Resources (HR),Mumbai,"₹ 10,000 /month"
Givni Private Limited,Marketing,Navi Mumbai,"₹ 5,000 /month"
Sampada Gupta,Videography,Mumbai,"₹ 3,000 /month"
Maitri Global Private Limited,Recruitment,Navi Mumbai,"₹ 1,000 /month +  Incentives"
Technoculture Research,Frontend Development,Work From Home,"₹ 12,000-15,000 /month"
Technoculture Research,Backend Development,Work From Home,"₹ 12,000-18,000 /month"
Test Empiler,Machine Learning,Work From Home,"₹ 10,000 /month"
Novocom Ventures Private Limited,Photography,Dehradun,"₹ 2,000 /month +  Incentives"
SockSoho,Business Development (Sales),Mumbai,"₹ 8,000 /month +  Incentives"
Beatnik,Content Writing,Work From Home,"₹ 10,000 /month"
Brandup,Graphic Design,Work From Home,"₹ 10,000-15,000 /month"
CloudEye Technologies India Private Limited,Business Development (Sales),Work From Home,"₹ 8,000 /month +  Incentives"
PNT Academy,Telesales,Work From Home,"₹ 5,000-10,000 /month"
Cube InfoTech,Content Writing,Work From Home,"₹ 10,000-15,000 /month"
What After College,Event Management,Work From Home,"₹ 2,500 /week"
SockSoho,Social Media Marketing,Mumbai,"₹ 8,000-15,000 /month"
Aam Aadmi Party,Social Media Page Management,Indore,Unpaid
Narigiri's Connect To Universe Private Limited,Online Violin Tutoring,Noida,"₹ 1,500-8,000 /month"
Aam Aadmi Party,Video Editing/Making,Gurgaon,Unpaid
Aam Aadmi Party,Graphic Design,Work From Home,Unpaid
Ozibook Tech Solutions Private Limited,Content Design (Personal Branding Specialist),Bangalore,"₹ 10,000 /month"
Ozibook Tech Solutions Private Limited,Data Analytics,Work From Home,"₹ 1,000 /month"
Ozibook Tech Solutions Private Limited,Business Analytics,Work From Home,"₹ 1,000 /month"
Digital Health Startup,Video Editing/Making,Work From Home,"₹ 5,000 /month +  Incentives"
"HighScores (Atlanta, United States)",Content Development (English),Jaipur,"₹ 10,000 /month"
Qriocity Ventures Private Limited,UI/UX Design,Madhya Pradesh,"₹ 15,000-20,000 /month"
PlanCover,Legal Advisor & Research Associate,Himachal Pradesh,"₹ 15,000 /month"
Highway Delite,Customer Service/Customer Support,Chandigarh,"₹ 8,000 /month"
TradeHike Consulting,Search Engine Optimization (SEO),Haryana,"₹ 10,000 /month"
Qriocity Ventures Private Limited,Front End Development,Rajasthan,"₹ 15,000-20,000 /month"
Qriocity Ventures Private Limited,Human Resources (HR),Leh,"₹ 20,000-30,000 /month"
Qriocity Ventures Private Limited,Operations,Punjab,"₹ 20,000-30,000 /month"
Digital Health Startup,Content Writing,Gujarat,"₹ 5,000 /month +  Incentives"
Higgz Academia Technology Private Limited,Accounting,Uttar Pradesh,$ 300-450 /month
Brela Innovations Private Limited,Android App Development,Delhi,"₹ 2,000 /month +  Incentives"
CADBricks Private Limited,Lead Generation,Gurgaon,"₹ 5,000-10,000 /month"
Hyperbeans Technologies Private Limited,Human Resources (HR),Faridabad,"₹ 5,000 /month"
Erikka India,Video Editing/Making,Noida,"₹ 10,000 /month"
Sardaar Ji,Content Writing,Work From Home,"₹ 3,000-7,000 /month"
Shop Assistant,Content Writing,Noida,"₹ 3,000 /month"
Maa Vaishno IT Zone,Search Engine Optimization (SEO),Delhi,"₹ 3,000 /month"
Tech Company,Digital Marketing,Work From Home,"₹ 3,000 /month"
Kamal & Gauri Boutique,Store Fashion Consultant,Noida,"₹ 3,000 /month"
Ambi Felix,Graphic Design,Koramangala,"₹ 5,000-15,000 /month"
Simply Shopy,Digital Marketing,Work From Home,"₹ 15,000 /month"
Manifest Hospitality,Site Engineering - Interior Design,Bangalore,"₹ 10,000 /month"
TechyMonk Solutions,Android App Development,Work From Home,"₹ 3,500 /month"
Henry Harvin,Human Resources (HR),Work From Home,"₹ 2,000-5,000 /month"
Yugasa Software Labs Private Limited,Business Development (Sales),Kolkata,"₹ 8,000 /month"
I-SmokeStack,Marketing,Jaipur,"₹ 1,500-5,000 /month"
Dipitr Technologies Private Limited,Digital Marketing,Lucknow,"₹ 10,000 /month"
Plunes Healthcare,Front End Development,Work From Home,"₹ 20,000-25,000 /month"
Singh Design Studio,Architecture,Gurgaon,"₹ 5,000 /month"
AIMonk Labs Technology Limited,Graphic Design,Bangalore,"₹ 6,000-12,000 /month"
Puneet  Chopra,Telecalling,Hyderabad,"₹ 10,000 /month"
Tug Of Toonz,Influencer Marketing,Work From Home,"₹ 4,000 /month"
The Mountain Herbs,Social Media Marketing,Hanamkonda,"₹ 5,000 /month"
Shreeji Enterprise,Architecture & Interior,Hyderabad,"₹ 2,000-10,000 /month"
Symphony Solutions,BPO Sales Calling,Warangal,"₹ 10,000 /month"
RedCarpetUp,AWS Terraform & Kubernetes DevOps,Work From Home,"₹ 10,000 /month"
Palak Kumar,Social Media Marketing,Srinagar Garhwal,"₹ 8,000 /month"
Plush Silver,Sales,Delhi,"₹ 5,000 /month"
MyTokri,2D Sketch Art,Gurgaon,"₹ 12,000 /month"
Wellness Garden,Graphic Design,Jaipur,"₹ 10,000 /month"
Grahun,Web Scraping,Noida,"₹ 10,000-15,000 /month"
PlanCover,Corporate Sales,Noida,"₹ 15,000 /month"
SOFTECH System and Solution,Web Development,Ahmedabad,"₹ 7,000 /month"
Sensio,Embedded Systems,Noida,"₹ 15,000-25,000 /month"
Star Coworking,Operations,Work From Home,"₹ 5,000 /month"
Induct Finance (Quasar Pulse Technology Private Limited),Android App Development,Work From Home,"₹ 12,005 /month +  Incentives"
Khalid Kadri,Sales Consultant,Work From Home,"₹ 7,500 /month"
Ujjawal Solar,Digital Marketing,South,"₹ 3,000-10,000 /month"
GRK Foundation,Digital Marketing,Delhi,"₹ 1,000 /month +  Incentives"
Knowmyslots,Content Creation & Resource Collection,Work From Home,"₹ 8,000-12,000 /month"
Filament-Fabrics & More,Fashion Design,Gurgaon,"₹ 8,000-12,000 /month"
KRIYANITI Consultancy Services Private Limited,Video Editing/Making,Delhi,"₹ 2,000 /month +  Incentives"
Appin Technologies,Customer Service/Customer Support,Mumbai,"₹ 10,000-12,000 /month"
SkillStreet,Backend Development,Mumbai,"₹ 20,000 /month"
SB Play School,Office Management,Work From Home,"₹ 8,000-12,000 /month"
Germanywale,Operations,Bangalore,"₹ 4,500-7,500 /month"
BullTech Trading & Research,Research Analyst (Forex & Commodity),Indore,"₹ 1,000 /month"
Celebebook.com,Telecalling,Delhi,"₹ 6,000 /month"
A Plus R Architects,Digital Marketing,Greater Noida,"₹ 5,000-10,000 /month"
Neuranics Lab Private Limited,Mechanical Engineering,Noida,"₹ 20,000 /month"
MHLondon,Business Analytics,Mumbai,"₹ 10,000 /month"
Bizzaro,Content Writing,Work From Home,"₹ 5,000-10,000 /month"
Aastha Agarwal,Marketing,Mumbai,"₹ 10,000 /month"
Hungry2Grow Software Private Limited,Customer Service/Customer Support,Chandigarh,"₹ 15,000-22,000 /month"
Erudite Career Enablers,Social Media Marketing,Panchkula,"₹ 1,000 /month +  Incentives"
Travarsa Private Limited,Digital Marketing,Work From Home,"₹ 8,000-13,000 /month"
Celebmantra,Video Editing/Making,Mumbai,"₹ 3,000-5,000 /month"
Inovize IT Solutions,Business Development (Sales),Gurgaon,"₹ 8,000 /month +  Incentives"
Digital Friend,Content Writing,South,"₹ 8,000-10,000 /month"
Seequenze Technologies,Lead Generation,Gurgaon,"₹ 5,000-12,000 /month"
IndieFolio Network Private Limited,Social Media Marketing,Bangalore,"₹ 5,000 /month"
Code Vyasa,Operations,Work From Home,"₹ 5,000-8,000 /month"
Vishnu Chess Academy,Marketing,Delhi,"₹ 10,000-15,000 /month"
Dobby Ads,Graphic Design,Work From Home,"₹ 15,000 /month"
Venacava Designs,Graphic Design,Work From Home,"₹ 8,000 /month"
Ashu Bansal,Social Media Marketing,Work From Home,"₹ 1,000 /month"
AquGen Technologies Private Limited,Content Writing,Hyderabad,"₹ 5,000-10,000 /month"
ATD Journeys Private Limited,Visual Design,Lingampalli,"₹ 7,000-10,000 /month"
Webknot Technologies Private Limited,Backend Development,Work From Home,"₹ 10,000-20,000 /month"
Fincrux Technologies,UI/UX Design,Bangalore,"₹ 6,000-8,000 /month"
Jivni,Full Stack Development,Gurgaon,"₹ 9,000-13,000 /month"
Riya Shah,Graphic Design,Mumbai,"₹ 1,500-4,000 /month"
Aman Goswami,Content Writing,Work From Home,"₹ 5,000 /month"
Yellow Bulbs Solutions Private Limited,Graphic Design,Work From Home,"₹ 12,000-15,000 /month"
Aarambh Architects & Engineers,Architecture,Work From Home,"₹ 1,000 /month +  Incentives"
Left Of Centre Marketing LLP,Business Development (Sales),Gurgaon,"₹ 10,000 /month"
Adware Communications,Social Media Marketing,Work From Home,"₹ 6,000 /month"
Saloni Mehta,Graphic Design,Chennai,"₹ 7,000 /month"
Evine Global,Human Resources (HR),Mumbai,"₹ 5,000 /month"
Dhruv Sharma,Operations,Navi Mumbai,"₹ 5,000 /month"
Indicurate,Social Media Marketing,Mumbai,"₹ 2,000 /month"
DigiBudding,Content Creation,Bangalore,"₹ 15,000-20,000 /month"
Tee Ventures (India) Private Limited,Marketing Executive,Work From Home,"₹ 15,000-20,000 /month"
Leap Robots,Robotics Trainer,Delhi,"₹ 12,000 /month"
Brandshark,Content Writing,Vellore,"₹ 10,000 /month"
Finda,Digital Marketing,Bangalore,"₹ 5,000-15,000 /month"
CCBUL,Web Development,Navi Mumbai,"₹ 5,000 /month"
Vasukam,Digital Marketing,Chennai,"₹ 4,000 /month"
The Genie | Generic Technologies Private Limited,Acquisition And Partnership Strategy,Kodambakkam,"₹ 5,000 /month"
Propell Action,Digital Marketing,Work From Home,"₹ 7,500 /month +  Incentives"
Intelliconnect Systems,Video Editing/Making,Kochi,"₹ 10,000-12,500 /month"
Global Media Next,Content Writing,Mumbai,"₹ 10,000 /month"
Virtue Market Research,Research Analyst,Work From Home,"₹ 5,000 /month"
Salesken,Human Resources (HR),Mumbai,"₹ 15,000 /month"
La Consilio,Social Media Marketing,Work From Home,"₹ 1,000 /month"
Encardio Rite Electronics Private Limited,Market Research,Bangalore,"₹ 10,000 /month"
BornHi Digital,Copywriting,Faridabad,"₹ 10,000 /month"
DXP Systems,International Business Development,Udaipur,"₹ 10,000-30,000 /month"
HOOPA Baby Store,Business Development (Sales),Work From Home,"₹ 12,000 /month +  Incentives"
CheQ Digital Private Limited,Content Writing,Bangalore,"₹ 15,000 /month"
Jobtrix,Talent Acquisition,Goa Velha,"₹ 3,000 /month"
Moneybee Group,Marketing,Ahmedabad,"₹ 15,000-20,000 /month"
Madhuri Gaikwad (MG Legal),Social Media Marketing,Delhi,"₹ 5,000-6,000 /month"
Chenik Tech Solutions,Human Resources (HR),Patna,"₹ 6,000-8,000 /month"
Techyuga,Digital Marketing,Kolkata,"₹ 5,000 /month"
